"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.379934042E0,1.325878807E-1,2.886162988E-1,2.308632767E-1,3.926534943E-1
2.389902042E0,-1.142093876E-1,9.941472597E-2,-8.471463579E-1,8.605719166E-1
2.399871042E0,-1.444010105E-1,3.502087489E-2,-6.048582065E-1,6.228415236E-1
2.409840042E0,-1.783807155E-1,1.887737028E-1,5.240093404E-1,5.848426963E-1
2.419809042E0,4.784893513E-2,1.563604303E-1,4.441018760E-1,4.732489631E-1
2.429778042E0,-2.256868098E-2,-6.170248736E-2,-3.802058423E-1,3.858406728E-1
2.439747042E0,4.331525993E-2,-2.571154477E-1,-4.647472250E-1,5.328926237E-1
2.449716042E0,2.641537778E-1,-6.385407999E-2,9.909270519E-1,1.027516902E0
2.459684042E0,1.759651942E-1,-1.193781435E-1,7.633411396E-1,7.924043072E-1
2.469653042E0,-9.086171128E-3,-2.376145085E-1,-2.942038250E-1,3.782844218E-1
2.479622042E0,1.631063265E-1,-1.667093077E-1,-5.614595872E-1,6.079741237E-1
2.489591042E0,2.476809653E-1,1.819982417E-3,1.073969793E-1,2.699690428E-1
2.499560042E0,-1.836665254E-2,-6.267118827E-2,4.070071399E-2,7.695167239E-2
2.509529042E0,-3.850369580E-2,9.381437246E-2,-3.512831748E-1,3.656275973E-1
2.519498042E0,-2.446665429E-1,-7.297105864E-2,-3.856080848E-1,4.624717155E-1
2.529466042E0,-3.958486059E-1,-3.704386532E-1,8.821168005E-2,5.492742622E-1
2.539435042E0,6.354114432E-2,-6.289572135E-2,3.990204281E-1,4.089139895E-1
2.549404042E0,-5.089844082E-2,-1.583937630E-3,3.448284334E-1,3.485682266E-1
2.559373042E0,-3.493626202E-1,-3.085310748E-1,-1.054697371E-1,4.778802465E-1
2.569342042E0,-3.668271205E-1,-2.571510061E-1,-1.912384504E-1,4.870943658E-1
2.579311042E0,-1.839440854E-1,6.144182579E-1,-3.414499122E-1,7.265901629E-1
2.589280042E0,-2.181210975E-1,2.310132578E-1,-1.456157257E0,1.490415343E0
2.599248042E0,-3.389675499E-1,-1.621255657E-1,2.366286314E-1,4.440459527E-1
2.609217042E0,2.652630677E-1,-1.183101861E-1,1.141215697E0,1.177597156E0
2.619186042E0,1.427655077E-1,-4.367012744E-1,9.013792831E-1,1.011718639E0
